,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
v,3,Cão da Morte,Uma música e os velhos cantautores! (parte 02),https://vimeo.com/23632119,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,12 de Maio de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Cão da Morte é compositor, cantor e tocador amador de vários instrumentos. Lançou em 2009 o EP  Cão da Morte  e em 2010 o LP  Trovas Intravenosas ."
v,3,Cão da Morte,"Luís Gravito a.k.a. Cão da Morte, Parte 01",https://vimeo.com/23631900,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,12 de Maio de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Cão da Morte é compositor, cantor e tocador amador de vários instrumentos. Lançou em 2009 o EP  Cão da Morte  e em 2010 o LP  Trovas Intravenosas ."
v,4,Manuel Fúria,A tempestade,https://vimeo.com/52258953,1280 x 720,"Voz, viola acústica",,Não categorizado,Música narrativa,Guimarães,Braga,Minho,8 de Agosto de 2011,2011,Tiago Pereira,Pedro Magalhães,,,,,,,,"Manuel Fúria  nasceu algures no início dos anos 80 . Foi fundador da etiqueta Amor Fúria em 2008 juntamente Pedro Almirante e Luís Afonso, onde é produtor residente. Lançou a solo  As Aventuras do Homem-Arranha  (2008) e integrou o grupo Os Golpes com o qual lançou  Cruz Vermelha sobre Fundo Branco  (2009) e o EP  G de Golpes ."
v,4,Manuel Fúria,Estandarte,https://vimeo.com/23632579,640 x 480,"Voz, viola elétrica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,19 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Manuel Fúria  nasceu algures no início dos anos 80 . Foi fundador da etiqueta Amor Fúria em 2008 juntamente Pedro Almirante e Luís Afonso, onde é produtor residente. Lançou a solo  As Aventuras do Homem-Arranha  (2008) e integrou o grupo Os Golpes com o qual lançou  Cruz Vermelha sobre Fundo Branco  (2009) e o EP  G de Golpes ."
v,4,Manuel Fúria,parte 01,https://vimeo.com/23681214,640 x 480,"Voz, viola elétrica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,19 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Manuel Fúria  nasceu algures no início dos anos 80 . Foi fundador da etiqueta Amor Fúria em 2008 juntamente Pedro Almirante e Luís Afonso, onde é produtor residente. Lançou a solo  As Aventuras do Homem-Arranha  (2008) e integrou o grupo Os Golpes com o qual lançou  Cruz Vermelha sobre Fundo Branco  (2009) e o EP  G de Golpes ."
v,4,Manuel Fúria interpreta Estandarte,Sem título #0,https://vimeo.com/23632579,640 x 480,"Voz, viola elétrica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,19 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Manuel Fúria  nasceu algures no início dos anos 80 . Foi fundador da etiqueta Amor Fúria em 2008 juntamente Pedro Almirante e Luís Afonso, onde é produtor residente. Lançou a solo  As Aventuras do Homem-Arranha  (2008) e integrou o grupo Os Golpes com o qual lançou  Cruz Vermelha sobre Fundo Branco  (2009) e o EP  G de Golpes ."
v,5,Velha Gaiteira,Gaita' parta,https://vimeo.com/23632698,640 x 480,"Bombo ou mouco beirão, caixa, gaita-de-foles",folk,Não categorizado,Música instrumental,Guarda,Guarda,Beira Alta,21 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Velha Gaiteira nasceu no Paúl com o intuito de divulgar a Gaita-de-foles transmontana e as percussões tradicionais da Beira Baixa. É um projecto de raiz tradicional cujo repertório serve como homenagem a todas as velhas gaiteiras que mantêm viva a musica enquanto veiculo de comunicação e expressão cultural e identitária. Os seus temas originais partem deste universo rural e pastoril para um novo caminho desbravado todos os dias ao som da gaita, da caixa, do bombo, dos adufes, criando um novo estilo já denominado por Trance Rural Orgânico..."
v,6,Dazkarieh,Lilaré dos 5 sentidos,https://vimeo.com/23682198,640 x 480,"Voz, bouzoki, adufe, pedais de efeito, amplifcador",folk,Não categorizado,Música instrumental,Lisboa,Lisboa,Estremadura,26 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Os Dazkarieh são uma banda de rock e música tradicional fundada em 1999 em Lisboa. O conceito partiu da construção musical através de influências culturais de todo o mundo. Tornaram-se uma banda de culto e sofreram algumas transformações ao longo da sua existência. Lançaram o primeiro cd em 2002 intitulado   Dazkarieh I   e após outros 3 lançamentos, em 2011, lançam   Ruído do Silêncio  .
São formados por: Vasco Ribeiro Casais - Nyckelharpa, bouzouki, gaitas-de-foles, flauta; Rui Rodrigues - Guitarra, Cavaquinho; Joana Negrão - Voz, gaita-de-foles, adufe, pandeireta; André Silva - Bateria"
v,7,João Nogueira,João Nogueira,https://vimeo.com/23682451,640 x 480,"Voz,
viola acústica, amplificador",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,26 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,
v,8,Filho Mãe,Parte 01,https://vimeo.com/23682945,640 x 480,Viola acústica com pedais,"Clássico, Blues, Música Portuguesa, Rock",Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Filho da Mãe é Rui Carvalho e nasceu nos Açores. Veio parar a Lisboa ainda jovem e integrou as bandas If Lucy Fell e I Had Plans. Integrou a compilação Novos Talentos FNAC com a canção  Sobretudo .
v,8,Filho Mãe,parte 02,https://vimeo.com/23683307,640 x 480,Viola acústica com pedais,"Clássico, Blues, Música Portuguesa, Rock",Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Filho da Mãe é Rui Carvalho e nasceu nos Açores. Veio parar a Lisboa ainda jovem e integrou as bandas If Lucy Fell e I Had Plans. Integrou a compilação Novos Talentos FNAC com a canção  Sobretudo .
v,8,Filho Mãe,Não te mexas,https://vimeo.com/84213478,1280 x 720,Viola acústica,"Clássico, Blues, Música Portuguesa, Rock",Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,08 de Janeiro de 2014,2014,Telma Morna,Sofia Matias,Sofia Matias,,,,,,,Filho da Mãe é Rui Carvalho e nasceu nos Açores. Veio parar a Lisboa ainda jovem e integrou as bandas If Lucy Fell e I Had Plans. Integrou a compilação Novos Talentos FNAC com a canção  Sobretudo .
v,8,Filho Mãe,Mali Provisório,https://vimeo.com/84214595,1280 x 720,Viola acústica,"Clássico, Blues, Música Portuguesa, Rock",Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,08 de Janeiro de 2014,2014,Telma Morna,Sofia Matias,Sofia Matias,,,,,,,Filho da Mãe é Rui Carvalho e nasceu nos Açores. Veio parar a Lisboa ainda jovem e integrou as bandas If Lucy Fell e I Had Plans. Integrou a compilação Novos Talentos FNAC com a canção  Sobretudo .
v,9,Gonçalo Gonçalves,Eu sei que não apareço nos jornais,https://vimeo.com/23683442,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Gonçalo Gonçalves auto-intitula-se  cantor romântico abandonado , nasceu em 1979 em Lisboa mas cedo e arrojadamente decidiu partir a bordo de cruzeiros para primeiro trabalhar como barman e mais tarde como artista a bordo. Para além de conhecer o mundo, conheceu também muitos músicos que lhe deram força para escrever as suas canções e em 2010 regressa ao seu país com maturidade suficiente para compor."
v,9,Gonçalo Gonçalves,parte 1 do cantor romântico abandonado,https://vimeo.com/23683137,640 x 480,"Voz, orgão",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,27 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Gonçalo Gonçalves auto-intitula-se  cantor romântico abandonado , nasceu em 1979 em Lisboa mas cedo e arrojadamente decidiu partir a bordo de cruzeiros para primeiro trabalhar como barman e mais tarde como artista a bordo. Para além de conhecer o mundo, conheceu também muitos músicos que lhe deram força para escrever as suas canções e em 2010 regressa ao seu país com maturidade suficiente para compor."
v,10,A Caruma,Bzana,https://vimeo.com/23789336,640 x 480,"Voz, viola acústica, tuba",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"A Caruma nasceu em Leiria, apresenta-se como  pop-marialva  e em 2010 lançaram o álbum de estreia homónimo. A sua formação é composta por Carlos Martins (Umpletrue, The Clits e Annette Blade) na voz e guitarra, Rui Costa (Silence 4 e Filarmónica Gil) no baixo, Pedro Santos (Silence 4 e Filarmónica Gil) no piano e no euphonium, José Carlos (Dapunksportif e Umpletrue) na bateria e Ana Santo na voz."
v,10,A Caruma,Coitadinha,https://vimeo.com/23788905,640 x 480,"Voz, viola acústica, tuba",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"A Caruma nasceu em Leiria, apresenta-se como  pop-marialva  e em 2010 lançaram o álbum de estreia homónimo. A sua formação é composta por Carlos Martins (Umpletrue, The Clits e Annette Blade) na voz e guitarra, Rui Costa (Silence 4 e Filarmónica Gil) no baixo, Pedro Santos (Silence 4 e Filarmónica Gil) no piano e no euphonium, José Carlos (Dapunksportif e Umpletrue) na bateria e Ana Santo na voz."
v,11,António Cova,Cuidado com o pai,https://vimeo.com/23789100,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,António Cova é um cantautor natural de Leiria e integra como guitarrista e vocalista o grupo Assacínicos formado em 2001.
v,11,António Cova,parte 01,https://vimeo.com/23788963,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,António Cova é um cantautor natural de Leiria e integra como guitarrista e vocalista o grupo Assacínicos formado em 2001.
v,11,António Cova,parte 02,https://vimeo.com/23789026,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,António Cova é um cantautor natural de Leiria e integra como guitarrista e vocalista o grupo Assacínicos formado em 2001.
v,11,António Cova,parte 04,https://vimeo.com/23789386,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Leiria,Leiria,Beira Litoral,30 de Janeiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,António Cova é um cantautor natural de Leiria e integra como guitarrista e vocalista o grupo Assacínicos formado em 2001.
v,12,Fernando Mota,Toca Viola Amarantina,https://vimeo.com/23789855,640 x 480,Viola viola amarantina,,Não categorizado,Música secular/festiva/comunidade,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Fernando Mota é  compositor, artista sonoro e aprendiz de inventor de instrumentos musicais experimentais . Os seus projectos tocam áreas como a música, o teatro, a dança, o cinema de animação, o vídeos e as artes plásticas. Já conquistou numerosos prémios e distinções."
v,12,Fernando Mota,"Toca berlindes taças, kissange e outras coisas",https://vimeo.com/23901176,640 x 480,"Quissange, taças de vidro, berlindes, taças tibetanas, apitos",,Não categorizado,Música instrumental,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Fernando Mota é  compositor, artista sonoro e aprendiz de inventor de instrumentos musicais experimentais . Os seus projectos tocam áreas como a música, o teatro, a dança, o cinema de animação, o vídeos e as artes plásticas. Já conquistou numerosos prémios e distinções."
v,12,Fernando Mota,toca taças e berlindes,https://vimeo.com/23789464,640 x 480,"Taças, berlindes",,Não categorizado,Música instrumental,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Fernando Mota é  compositor, artista sonoro e aprendiz de inventor de instrumentos musicais experimentais . Os seus projectos tocam áreas como a música, o teatro, a dança, o cinema de animação, o vídeos e as artes plásticas. Já conquistou numerosos prémios e distinções."
v,13,João Berhan,Gente como nós,https://vimeo.com/293950425,1920 x 1080,"Voz, pianota",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,8 de outubro de 2018,2018,Tiago Pereira,Aurelija Simonyte,,,,,,,,
v,13,João Berhan,Serra da Lapa,https://vimeo.com/293949793,1920 x 1080,"Voz, pianota",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,8 de outubro de 2018,2018,Tiago Pereira,Aurelija Simonyte,,,,,,,,
v,13,João Berhan,Monotonia,https://vimeo.com/293954908,1920 x 1080,"Voz, pianota",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,8 de outubro de 2018,2018,Tiago Pereira,Aurelija Simonyte,,,,,,,,
v,13,João Berhan,Bairro Alto,https://vimeo.com/23789906,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Músico de cara enxuta canta relações calóricas entre acordes de guitarra e letras a fugir para a frente. As canções oscilam como o seu bigode: com raiz na derme, crescem e revolteiam-se, para serem depois aparadas, cofiadas e ostentadas sobre lábios superiores. Ele até gostava de dançar com alguém, mas aquela angústia calma e a cair descaradamente para o sentimentalóide só o tem ajudado no palco e no quarto (ou será garagem?, ou cave?), onde diz, como quem mente, só querer fazer boas canções - e deixar a malta a sorrir. Ao que parece, deve chegar.» (João David Fernandes)"
v,13,João Berhan,Entrelinhas,https://vimeo.com/23790111,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"Músico de cara enxuta canta relações calóricas entre acordes de guitarra e letras a fugir para a frente. As canções oscilam como o seu bigode: com raiz na derme, crescem e revolteiam-se, para serem depois aparadas, cofiadas e ostentadas sobre lábios superiores. Ele até gostava de dançar com alguém, mas aquela angústia calma e a cair descaradamente para o sentimentalóide só o tem ajudado no palco e no quarto (ou será garagem?, ou cave?), onde diz, como quem mente, só querer fazer boas canções - e deixar a malta a sorrir. Ao que parece, deve chegar.» (João David Fernandes)"
v,13,João Berhan,Naftalina,https://vimeo.com/23789522,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,01 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"«Músico de cara enxuta canta relações calóricas entre acordes de guitarra e letras a fugir para a frente. As canções oscilam como o seu bigode: com raiz na derme, crescem e revolteiam-se, para serem depois aparadas, cofiadas e ostentadas sobre lábios superiores. Ele até gostava de dançar com alguém, mas aquela angústia calma e a cair descaradamente para o sentimentalóide só o tem ajudado no palco e no quarto (ou será garagem?, ou cave?), onde diz, como quem mente, só querer fazer boas canções - e deixar a malta a sorrir. Ao que parece, deve chegar.» (João David Fernandes)"
v,14,Pega Monstro,Macaco,https://vimeo.com/23901588,640 x 480,"Voz, viola elétrica, bateria",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,02 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"As Pega Monstro são as irmãs Maria Reis e Júlia Reis. A banda é composta por uma guitarra e uma bateria. Lançaram recentemente o EP  O Juno-60 Nunca Teve Fita , composto por 5 músicas."
v,14,Pega Monstro,parte 01,https://vimeo.com/23901548,640 x 480,"Voz, viola elétrica, bateria",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,02 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"As Pega Monstro são as irmãs Maria Reis e Júlia Reis. A banda é composta por uma guitarra e uma bateria. Lançaram recentemente o EP  O Juno-60 Nunca Teve Fita , composto por 5 músicas."
v,15,Éme,parte 01,https://vimeo.com/23902101,640 x 480,"Voz, viola acústica",minimal folk,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,02 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Éme é João Marcelo e o seu registo é minimal-folk. Lançou no início de 2011 o álbum  Passa-se alguma coisa estranha aqui  com produção de Cão da Morte e participação do mesmo e das Pega Monstro.
v,15,Éme,parte 02,https://vimeo.com/23912392,640 x 480,"Voz, viola acústica",minimal folk,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,02 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Éme é João Marcelo e o seu registo é minimal-folk. Lançou no início de 2011 o álbum  Passa-se alguma coisa estranha aqui  com produção de Cão da Morte e participação do mesmo e das Pega Monstro.
v,16,Samuel Úria,9 dos 10,https://vimeo.com/23902284,640 x 480,"Voz, viola elétrica",cantautor,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,03 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Samuel Úria é natural de Tondela e é considerado um cantor/compositor. Fez parte do projecto Samuel Úria & As Velhas Glórias com Tiago Guillul e Lipe Sousa. A solo lançou em 2009 o disco  Nem lhe tocava 
v,16,Samuel Úria,Lenço Enxuto,https://vimeo.com/23902437,640 x 480,"Voz, viola elétrica",cantautor,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,03 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Samuel Úria é natural de Tondela e é considerado um cantor/compositor. Fez parte do projecto Samuel Úria & As Velhas Glórias com Tiago Guillul e Lipe Sousa. A solo lançou em 2009 o disco  Nem lhe tocava 
v,16,Samuel Úria,"Quinta Sinfonia
(canta Paco bandeira)",https://vimeo.com/23902378,640 x 480,"Voz, viola elétrica",cantautor,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,03 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,Samuel Úria é natural de Tondela e é considerado um cantor/compositor. Fez parte do projecto Samuel Úria & As Velhas Glórias com Tiago Guillul e Lipe Sousa. A solo lançou em 2009 o disco  Nem lhe tocava 
v,17,David Pires,Conjugar,https://vimeo.com/23902484,640 x 480,"Voz, viola acústica",,Não categorizado,Música narrativa,Lisboa,Lisboa,Estremadura,04 de Fevereiro de 2011,2011,Tiago Pereira,Tiago Pereira,,,,,,,,"É como acordar de um longo coma e ver carros voadores, animais falantes, mulheres sufragistas, bateristas inteligentes. 
O homo sapiens da música, manobrador de baquetas como quem brande instrumentos de osso: esqueçam esse paradigma. David Pires é baterista e simultaneamente inteligente e sensível. Como pode isso ser? Como podemos apagar tantos anos de fracas anedotas e fortes preconceitos? A resposta é um conjunto de canções, um conjunto de momentos inspirados e bem trabalhados, um conjunto que é o David a solo. Homo sapiens sapiens melicus. 
Parece-me óbvio que há aqui África, de quem lá viveu e não de quem se besunta de autobronzeador. Há veterania, de um Pires musical mais velho que o Pires cronológico. Há a surpresa dentro da surpresa, como um ovo de chocolate com matrioskas de brinquedos consecutivos. Há ainda o indizível, que é bom quando é por coisas boas. E o EP do David é coisa boa.
Tudo cuidado: voz, arranjos, escrita, produção. Tenham cuidado: quem assim tão bem se estreia quer, decerto, dominar o mundo. Preparemo-nos para o David Pires, suas canções e carros voadores."
